relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
75.72666666666667,useful literature,Thermal stability and crystallization speed of Cu-doped Ge8Sb2Te11 thin films,Yeong-Mi Kim; Heon Kong; Hyun-Yong Lee,2020,10.1016/j.mssp.2020.105148,https://doi.org/10.1016/j.mssp.2020.105148,crossref,Elsevier BV,Materials Science in Semiconductor Processing,journal-article,True,crystallization regulator organic semiconductor; polymer films,False
75.72666666666667,useful literature,Robust organic semiconductor thermoset composite films based on Crystallization-Driven Self-Assembled nanofibers of Poly(3-hexylthiophene) block copolymers,Haoruo Zhang; Zhengguang Heng; Ji Zhou; Lu Shen; Yang Chen; Huawei Zou; Mei Liang,2022,10.1016/j.cej.2021.132695,https://doi.org/10.1016/j.cej.2021.132695,crossref,Elsevier BV,Chemical Engineering Journal,journal-article,True,crystallization regulator organic semiconductor; polymer films,False
75.72666666666667,useful literature,Coarse-grained simulation of molecular ordering in polylactic blends under uniaxial strain,Mikhail K. Glagolev; Valentina V. Vasilevskaya,2020,10.1016/j.polymer.2020.122232,https://doi.org/10.1016/j.polymer.2020.122232,crossref,Elsevier BV,Polymer,journal-article,True,coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Coarse-grained molecular dynamics simulation to reproduce phase-separated structures in graft-type polymer electrolyte membranes,Shun Okushima; Shin Hasegawa; Toshihiro Kawakatsu; Yasunari Maekawa,2021,10.1016/j.polymer.2021.124036,https://doi.org/10.1016/j.polymer.2021.124036,crossref,Elsevier BV,Polymer,journal-article,True,coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Multi-scale coarse-grained molecular dynamics simulation to investigate the thermo-mechanical behavior of shape-memory polyurethane copolymers,Sungwoo Park; Junghwan Moon; Byungjo Kim; Maenghyo Cho,2021,10.1016/j.polymer.2020.123228,https://doi.org/10.1016/j.polymer.2020.123228,crossref,Elsevier BV,Polymer,journal-article,True,coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Coarse-grained molecular dynamics study of elasticity of block copolymers with cubic symmetrical morphology,Takeshi Aoyagi,2022,10.1016/j.polymer.2022.124624,https://doi.org/10.1016/j.polymer.2022.124624,crossref,Elsevier BV,Polymer,journal-article,True,coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Viscosity Overshoot in Biaxial Elongational Flow: Coarse-Grained Molecular Dynamics Simulation of Ring–Linear Polymer Mixtures,Takahiro Murashima; Katsumi Hagita; Toshihiro Kawakatsu,2021,10.1021/acs.macromol.1c00267,https://doi.org/10.1021/acs.macromol.1c00267,crossref,American Chemical Society (ACS),Macromolecules,journal-article,True,coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Analysis of nanocellular foaming with nucleating agents based on coarse-grained molecular dynamics simulations,Hiroshi Morita; Satoshi Yoda; Takumi Ono; Kouhei Tazumi; Takeshi Furuya,2022,10.1016/j.polymer.2022.125059,https://doi.org/10.1016/j.polymer.2022.125059,crossref,Elsevier BV,Polymer,journal-article,True,coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Coarse-Grained Molecular Dynamics Simulation of Perfluorosulfonic Acid Polymer in Water–Ethanol Mixtures,An-Tsung Kuo; Shingo Urata; Kazuhiro Nakabayashi; Hiroyuki Watabe; Satoru Honmura,2021,10.1021/acs.macromol.0c02364,https://doi.org/10.1021/acs.macromol.0c02364,crossref,American Chemical Society (ACS),Macromolecules,journal-article,True,coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Using coarse-grained models to examine structure-property relationships of diblock-arm star polymers,Kevin R. Hinkle,2021,10.1016/j.eurpolymj.2020.110149,https://doi.org/10.1016/j.eurpolymj.2020.110149,crossref,Elsevier BV,European Polymer Journal,journal-article,True,coarse-grained model; coarse-grained molecular simulation polymer film; polymer films,False
75.72666666666667,useful literature,Kinetic Monte Carlo simulation of heterogeneous and homogeneous radio-oxidation of a polymer,B. Gervais; Y. Ngono; E. Balanzat,2021,10.1016/j.polymdegradstab.2021.109493,https://doi.org/10.1016/j.polymdegradstab.2021.109493,crossref,Elsevier BV,Polymer Degradation and Stability,journal-article,True,Monte Carlo simulation polymer blend; polymer films,False
75.72666666666667,useful literature,Monte–Carlo simulation of crystallization in single‐chain square‐well homopolymers,Thomas J. Wicks; Jonathan A. D. Wattis; Richard S. Graham,2021,10.1002/pcr2.10146,https://doi.org/10.1002/pcr2.10146,crossref,Wiley,POLYMER CRYSTALLIZATION,journal-article,True,Monte Carlo simulation polymer blend; polymer films,False
75.72666666666667,useful literature,Non-monotonic behavior of weak-polyelectrolytes adsorption on a cationic surface: A Monte Carlo simulation study,Claudio F. Narambuena; Pablo M. Blanco; Adrian Rodriguez; Diego E. Rodriguez; Sergio Madurga; José L. Garcés; Francesc Mas,2021,10.1016/j.polymer.2020.123170,https://doi.org/10.1016/j.polymer.2020.123170,crossref,Elsevier BV,Polymer,journal-article,True,Monte Carlo simulation polymer blend; polymer films,False
75.72666666666667,useful literature,On the effective application of star-shaped polycaprolactones with different end functionalities to improve the properties of polylactic acid blend films,Giacomo Damonte; Beatrice Barsanti; Alessandro Pellis; Georg M. Guebitz; Orietta Monticelli,2022,10.1016/j.eurpolymj.2022.111402,https://doi.org/10.1016/j.eurpolymj.2022.111402,crossref,Elsevier BV,European Polymer Journal,journal-article,True,Monte Carlo simulation polymer blend; molecular dynamics organic photovoltaic blend; polymer films,False
75.72666666666667,useful literature,Molecular Dynamics and Conductivity of a PTB7:PC71BM Photovoltaic Polymer Blend: A Dielectric Spectroscopy Study,Mihai Asandulesa; Sergei Kostromin; Alexey Tameev; Aleksey Aleksandrov; Sergei Bronnikov,2021,10.1021/acsapm.1c00610,https://doi.org/10.1021/acsapm.1c00610,crossref,American Chemical Society (ACS),ACS Applied Polymer Materials,journal-article,True,molecular dynamics organic photovoltaic blend; polymer films,False
75.72666666666667,useful literature,"Encapsulant polymer blend films for bifacial heterojunction photovoltaic modules: Formulation, characterization and durability",Marilena Baiamonte; Sandrine Therias; Jean-Luc Gardette; Claudio Colletti; Nadka Tz. Dintcheva,2021,10.1016/j.polymdegradstab.2021.109716,https://doi.org/10.1016/j.polymdegradstab.2021.109716,crossref,Elsevier BV,Polymer Degradation and Stability,journal-article,True,molecular dynamics organic photovoltaic blend; polymer films,False
75.72666666666667,useful literature,In-situ analysis for melt-drawing behavior of ultra-high molecular weight polyethylene / normal molecular weight polyethylene blend films,Hidekazu Tanaka; Saki Saijo; Masaki Kakiage; Takeshi Yamanobe; Hiroki Uehara,2021,10.1016/j.polymer.2020.123213,https://doi.org/10.1016/j.polymer.2020.123213,crossref,Elsevier BV,Polymer,journal-article,True,molecular dynamics organic photovoltaic blend; polymer films,False
75.72666666666667,useful literature,"The Influence of the Blend Ratio, Solvent Additive, and Post-production Treatment on the Polymer Dynamics in PTB7:PCBM Blend Films",Dominik M. Schwaiger; Wiebke Lohstroh; Peter Müller-Buschbaum,2021,10.1021/acs.macromol.1c00313,https://doi.org/10.1021/acs.macromol.1c00313,crossref,American Chemical Society (ACS),Macromolecules,journal-article,True,molecular dynamics organic photovoltaic blend; polymer films,False
75.72666666666667,useful literature,Molecular dynamics simulations of ultrathin PMMA films,Lili Zhang; Norman A. Fleck,2021,10.1016/j.polymer.2021.123748,https://doi.org/10.1016/j.polymer.2021.123748,crossref,Elsevier BV,Polymer,journal-article,True,molecular dynamics organic photovoltaic blend; polymer films,False
75.72666666666667,useful literature,2D/1A ternary blend system enables non-fused ring electron acceptor based polymer solar cells with improved photovoltaic parameters,Yinchu Chen; Zhuhao Wu; Dong Yuan; Feilong Pan; Rihang Qiu; Zesheng Zhang; Lianjie Zhang; Junwu Chen,2022,10.1016/j.orgel.2022.106562,https://doi.org/10.1016/j.orgel.2022.106562,crossref,Elsevier BV,Organic Electronics,journal-article,True,molecular dynamics organic photovoltaic blend; polymer films,False
75.72666666666667,useful literature,Charge carrier transport in thin conjugated polymer films: influence of morphology and polymer/substrate interactions,Ban Xuan Dong; J. K. Wenderott; Peter F. Green,2021,10.1007/s00396-020-04725-1,https://doi.org/10.1007/s00396-020-04725-1,crossref,Springer Science and Business Media LLC,Colloid and Polymer Science,journal-article,True,charge transport morphology relationship; polymer films,False
75.72666666666667,useful literature,Optimizing Morphology to Trade Off Charge Transport and Mechanical Properties of Stretchable Conjugated Polymer Films,Zicheng Ding; Dongle Liu; Kui Zhao; Yanchun Han,2021,10.1021/acs.macromol.1c00268,https://doi.org/10.1021/acs.macromol.1c00268,crossref,American Chemical Society (ACS),Macromolecules,journal-article,True,charge transport morphology relationship; polymer films,False
75.72666666666667,useful literature,Impacts of secondary solvents on morphology and charge transport of conjugated polymer thin films,Gyounglyul Jo; Seung Hyun Cho; Hyungwoo Kim; Hyeonseok Yoon; Sangil Han; Mincheol Chang,2020,10.1016/j.orgel.2020.105688,https://doi.org/10.1016/j.orgel.2020.105688,crossref,Elsevier BV,Organic Electronics,journal-article,True,charge transport morphology relationship; polymer films,False
75.72666666666667,useful literature,Thermal annealing effects on the morphology and charge transport of polymer semiconductor nanowires aligned in an insulating polymer matrix,Ganghoon Jeong; Solip Choi; Mingu Jang; Mincheol Chang,2021,10.1016/j.dyepig.2020.108962,https://doi.org/10.1016/j.dyepig.2020.108962,crossref,Elsevier BV,Dyes and Pigments,journal-article,True,charge transport morphology relationship; polymer films,False
75.72666666666667,useful literature,High-Performance All-Polymer Solar Cells and Photodetectors Enabled by a High-Mobility n-Type Polymer and Optimized Bulk-Heterojunction Morphology,Yanfei Zhao; Tao Liu; Baoqi Wu; Song Zhang; Nathaniel Prine; Long Zhang; Shuting Pang; Bingyan Yin; Long Ye; Xiaodan Gu; Gang Yu; Chunhui Duan; Fei Huang; Yong Cao,2021,10.1021/acs.chemmater.1c00825,https://doi.org/10.1021/acs.chemmater.1c00825,crossref,American Chemical Society (ACS),Chemistry of Materials,journal-article,True,2-dimensional polymer systems; bulk heterojunction; bulk heterojunction morphology,False
75.6,useful literature,Monte Carlo simulation of polymer phantoms in proton therapy for eye tumor treatment,Engin Aşlar; Fatih Ekinci,2025,10.1140/epjp/s13360-024-05944-z,https://doi.org/10.1140/epjp/s13360-024-05944-z,crossref,Springer Science and Business Media LLC,The European Physical Journal Plus,journal-article,True,Monte Carlo simulation polymer blend; polymer films,False
74.46666666666667,useful literature,"Benzo[1,2‐b:4,5‐b′]Difuran‐Based Polymer for Organic Solar Cells with 17.5% Efficiency via Halogenation‐Mediated Aggregation Control",Xiyue Yuan; Honggang Chen; Seoyoung Kim; Yuting Chen; Yue Zhang; Mingqun Yang; Zhili Chen; Changduk Yang; Hongbin Wu; Xiang Gao; Zhitian Liu; Chunhui Duan,2023,10.1002/aenm.202204394,https://openalex.org/W4323265914,openalex,,Advanced Energy Materials,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
73.72666666666667,useful literature,Ablation enhancement of polymer-fullerene blend films under temporally-shaped femtosecond laser processing,Jiaxing Wang; Jingya Sun; Zhuangge Yang,2021,10.1117/12.2602413,https://doi.org/10.1117/12.2602413,crossref,SPIE,"International Conference on Laser, Optics and Optoelectronic Technology (LOPET 2021)",proceedings-article,False,non-fullerene acceptor; non-fullerene acceptor polymer blend; polymer films,False
73.6,useful literature,Parametric extraction and internal analysis of fullerene-based polymer bulk heterojunction solar cell,Paritosh Chamola; Poornima Mittal,2023,10.3233/mgc-220038,https://doi.org/10.3233/mgc-220038,crossref,SAGE Publications,Main Group Chemistry,journal-article,False,2-dimensional polymer systems; bulk heterojunction; bulk heterojunction morphology,False
72.92666666666666,useful literature,Reduced Recombination and Capacitor-like Charge Buildup in an Organic Heterojunction,Kyra N. Schwarz; Paul B. Geraghty; Valerie D. Mitchell; Saeed‐Uz‐Zaman Khan; Oskar J. Sandberg; Nasim Zarrabi; Bryan Kudisch; Jegadesan Subbiah; Trevor A. Smith; Barry P. Rand; Ardalan Armin; Gregory D. Scholes; David J. Jones; Kenneth P. Ghiggino,2020,10.1021/jacs.9b12526,https://openalex.org/W3000400736,openalex,,Journal of the American Chemical Society,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
72.92666666666666,useful literature,"Two decades of Martini: Better beads, broader scope",‪Siewert J. Marrink; Luca Monticelli; Manuel N. Melo; Riccardo Alessandri; D. Peter Tieleman; Paulo C. T. Souza,2022,10.1002/wcms.1620,https://openalex.org/W4283464776,openalex,,Wiley Interdisciplinary Reviews Computational Molecular Science,article,True,bulk heterojunction; bulk heterojunction morphology; polymer films,False
72.89333333333333,useful literature,Active Organic and Organic-Inorganic Hybrid Coatings and Thin Films,,2020,10.3390/books978-3-03936-853-2,https://doi.org/10.3390/books978-3-03936-853-2,crossref,MDPI,,edited-book,False,organic photodiode active layer; organic photovoltaic active layer; polymer films,False
72.89333333333333,useful literature,Polymer Films for Photovoltaic Applications,,2022,10.3390/books978-3-0365-4675-9,https://doi.org/10.3390/books978-3-0365-4675-9,crossref,MDPI,,book,False,molecular dynamics organic photovoltaic blend; organic photovoltaic active layer; polymer films,False
72.72666666666667,useful literature,Donor–acceptor conjugates-functionalized aluminum phthalocyanines: Photophysical and nonlinear optical properties,Rui Xu; Bolong Li; Jiale Ding; Wei Li; Yunhe Zhang,2020,10.1016/j.eurpolymj.2020.109813,https://doi.org/10.1016/j.eurpolymj.2020.109813,crossref,Elsevier BV,European Polymer Journal,journal-article,True,donor acceptor polymer blend morphology; polymer films,False
72.72666666666667,useful literature,"Light induced step-growth polymerization of Donor-Acceptor-Donor (DAD) type monomers based on thiophene – [1,2,5] Chalcogenazolo[3,4-f]-benzo [1,2,3] triazole – Thiophene",Kerem Kaya; Ecem Aydan Alkan; Mustafa Yasa; Ali Süerkan; Yasemin Arslan Udum; Levent Toppare; Yusuf Yagci,2021,10.1016/j.eurpolymj.2021.110831,https://doi.org/10.1016/j.eurpolymj.2021.110831,crossref,Elsevier BV,European Polymer Journal,journal-article,True,donor acceptor polymer blend morphology; polymer films,False
72.72666666666667,useful literature,A fluorescent covalent triazine framework consisting of donor–acceptor structure for selective and sensitive sensing of Fe3+,Dong-Yue Wang; Wen-Jing Wang; Ren Wang; Sun-Chang Xi; Bin Dong,2021,10.1016/j.eurpolymj.2021.110297,https://doi.org/10.1016/j.eurpolymj.2021.110297,crossref,Elsevier BV,European Polymer Journal,journal-article,True,donor acceptor polymer blend morphology; polymer films,False
72.72666666666667,useful literature,Stable polymer solar cells using conjugated polymer as solvent barrier for organic electron transport layer,Fang-Chi Hsu; Yu-An Lin; Chi-Ping Li,2021,10.1016/j.orgel.2020.106008,https://doi.org/10.1016/j.orgel.2020.106008,crossref,Elsevier BV,Organic Electronics,journal-article,True,organic photodiode active layer; polymer films,False
72.72666666666667,useful literature,Study of sonication parameters on PLA nanoparticles preparation by simple emulsion-evaporation solvent technique,Esneyder Ruiz; Víctor H. Orozco; Lina M. Hoyos; Luis F. Giraldo,2022,10.1016/j.eurpolymj.2022.111307,https://doi.org/10.1016/j.eurpolymj.2022.111307,crossref,Elsevier BV,European Polymer Journal,journal-article,True,polymer films; solvent evaporation morphology,False
72.72666666666667,useful literature,Facile fabrication of lignin containing cellulose films using water as green solvent,Xinyu Lu; Han Que; Xiaoli Gu,2022,10.1016/j.eurpolymj.2022.111097,https://doi.org/10.1016/j.eurpolymj.2022.111097,crossref,Elsevier BV,European Polymer Journal,journal-article,True,polymer films; solvent evaporation morphology,False
72.72666666666667,useful literature,DMSO as an auxiliary solvent in the fabrication of homogeneous chitin-based films obtaining from an ionic liquid process,Dawid Kasprzak; Maciej Galiński,2021,10.1016/j.eurpolymj.2021.110681,https://doi.org/10.1016/j.eurpolymj.2021.110681,crossref,Elsevier BV,European Polymer Journal,journal-article,True,polymer films; solvent evaporation morphology,False
72.72666666666667,useful literature,High surface area polymer films by co-crystallization with low-molecular-mass guest molecules,Baku Nagendra; Christophe Daniel; Paola Rizzo; Gaetano Guerra; Lucia Baldino; Ernesto Reverchon,2022,10.1016/j.eurpolymj.2022.111305,https://doi.org/10.1016/j.eurpolymj.2022.111305,crossref,Elsevier BV,European Polymer Journal,journal-article,True,crystallization regulator organic semiconductor; polymer films,False
72.72666666666667,useful literature,Investigation of structure-morphology-function relationship of plastomers used to produce low mold shrinkage thermoplastic olefins,Çağla Girişken; Senem Avaz Seven; Osman Gökhan Ersoy; Yusuf Ziya Menceloğlu,2021,10.1016/j.eurpolymj.2021.110758,https://doi.org/10.1016/j.eurpolymj.2021.110758,crossref,Elsevier BV,European Polymer Journal,journal-article,True,charge transport morphology relationship; polymer films,False
72.53333333333332,useful literature,"Review for ""Impact of Interface Disorder on the Crystallization and Charge Transport of Conjugated Polymer Thin Films in Organic Field-Effect Transistors""",,2025,10.1039/d5nr00991j/v1/review2,https://doi.org/10.1039/d5nr00991j/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,charge transport morphology relationship; crystallization regulator organic semiconductor; polymer films,False
72.53333333333332,useful literature,"Review for ""Impact of Interface Disorder on the Crystallization and Charge Transport of Conjugated Polymer Thin Films in Organic Field-Effect Transistors""",,2025,10.1039/d5nr00991j/v2/review1,https://doi.org/10.1039/d5nr00991j/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,charge transport morphology relationship; crystallization regulator organic semiconductor; polymer films,False
72.53333333333332,useful literature,"Review for ""Impact of Interface Disorder on the Crystallization and Charge Transport of Conjugated Polymer Thin Films in Organic Field-Effect Transistors""",,2025,10.1039/d5nr00991j/v1/review1,https://doi.org/10.1039/d5nr00991j/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,charge transport morphology relationship; crystallization regulator organic semiconductor; polymer films,False
72.53333333333332,useful literature,"Decision letter for ""Impact of Interface Disorder on the Crystallization and Charge Transport of Conjugated Polymer Thin Films in Organic Field-Effect Transistors""",,2025,10.1039/d5nr00991j/v1/decision1,https://doi.org/10.1039/d5nr00991j/v1/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,charge transport morphology relationship; crystallization regulator organic semiconductor; polymer films,False
72.53333333333332,useful literature,"Decision letter for ""Impact of Interface Disorder on the Crystallization and Charge Transport of Conjugated Polymer Thin Films in Organic Field-Effect Transistors""",,2025,10.1039/d5nr00991j/v2/decision1,https://doi.org/10.1039/d5nr00991j/v2/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,charge transport morphology relationship; crystallization regulator organic semiconductor; polymer films,False
71.72666666666667,useful literature,Understanding the High Performance of PM6:Y6 Bulk Heterojunction Organic Solar Cells,Thuc-Quyen Nguyen,2021,10.29363/nanoge.nfasc.2021.010,https://doi.org/10.29363/nanoge.nfasc.2021.010,crossref,Fundació Scito,"Proceedings of the Online Conference on NFA-Based Organic Solar Cells: Materials, Morphology and Fundamentals",proceedings-article,False,2-dimensional polymer systems; bulk heterojunction; bulk heterojunction morphology; polymer films,False
71.16,useful literature,Numerical Study of Plasmonic Effects of Ag Nanoparticles embedded in the Active Layer on performance polymer organic Solar Cells,Leila Shabani; ahmad mohammadi; Tahmineh Jalali,2021,10.21203/rs.3.rs-551348/v1,https://doi.org/10.21203/rs.3.rs-551348/v1,crossref,Springer Science and Business Media LLC,,posted-content,True,bulk heterojunction; organic photodiode active layer; organic photovoltaic active layer; polymer films,False
70.72666666666667,useful literature,Morphology development of PLAs with different stereo-regularities in ternary blend PBSA/PBS/PLA films,Narumon Puekpoonpoal; Supanut Phattarateera; Noppadon Kerddonfag; Duangdao Aht-Ong,2021,10.1080/25740881.2021.1930043,https://doi.org/10.1080/25740881.2021.1930043,crossref,Informa UK Limited,Polymer-Plastics Technology and Materials,journal-article,False,donor acceptor polymer blend morphology; polymer films,False
70.6,useful literature,Poly (ether sulfone) (PES)/polystyrene (PS) Thermoplastic Polymer Blend: Molecular Dynamics (MD) Simulation Methods and Experimental to Miscibility Evaluation,Fateme Kouhestani Fateme Kouhestani; MohamadAli Torangi MohamadAli Torangi; Alireza MotavalizadehkakhkyReza karazhyan and Rahele Zhiani Alireza MotavalizadehkakhkyReza karazhyan and Rahele Zhiani,2024,10.52568/001438/jcsp/46.02.2024,https://doi.org/10.52568/001438/jcsp/46.02.2024,crossref,Chemical Society of Pakistan,Journal of the chemical society of pakistan,journal-article,False,molecular dynamics organic photovoltaic blend; polymer films,False
70.56,useful literature,Conjugated Polymer Controlled Morphology and Charge Transport of Small-Molecule Organic Semiconductors,Zhengran He; Ziyang Zhang; Sheng Bi; Jihua Chen; Dawen Li,2020,10.1038/s41598-020-61282-x,https://doi.org/10.1038/s41598-020-61282-x,crossref,Springer Science and Business Media LLC,Scientific Reports,journal-article,True,charge transport morphology relationship; polymer films,False
70.36666666666666,useful literature,Selective-Wavelength Detection Via Photoswitching Effect of Fe2o3 Layer for Organic Photodiode,Woongsik Jang; Hyunjung Shin; Jong Hyeok Park; Dong Hwan Wang,2024,10.2139/ssrn.5050658,https://doi.org/10.2139/ssrn.5050658,crossref,Elsevier BV,,posted-content,False,organic photodiode active layer; polymer films,False
70.36666666666666,useful literature,Enhancing Charge Transport and Stability of Pm6 Polymer Thin Films in Organic Solar Cells Via 70 Kev Gold Ion Irradiation,Anuradha Chhillar,2025,10.2139/ssrn.5227959,https://doi.org/10.2139/ssrn.5227959,crossref,Elsevier BV,,posted-content,False,charge transport morphology relationship; polymer films,False
70.36666666666666,useful literature,Study on the Charge Transport Behaviour of Mxene- Polymer Nanocomposite-Based Self-Assembled Floating Films at the Air-Liquid Interface,Radhe Shyam; Shubham Sharma; Shyam S. Pandey; Takaaki Manaka; Rajiv Prakash,2024,10.2139/ssrn.4743826,https://doi.org/10.2139/ssrn.4743826,crossref,Elsevier BV,,posted-content,False,charge transport morphology relationship; polymer films,False
70.32666666666667,useful literature,Glass Transition in Organic Semiconductor Thin Films,Han‐Nan Yang; Zheng‐Hong Lu,2021,10.1002/9783527344987.ch9,https://doi.org/10.1002/9783527344987.ch9,crossref,Wiley,Inorganic and Organic Thin Films,other,True,crystallization regulator organic semiconductor; polymer films,False
70.2,useful literature,Low-threshold distributed feedback laser based on holographic polymer dispersed liquid crystals through the oriented organic semiconductor films,Lijuan Liu; Minzhe Liu; Qidong Wang; Hanmin Hu; Feng Zhang; Xiaobo Kong,2024,10.21203/rs.3.rs-4210392/v1,https://doi.org/10.21203/rs.3.rs-4210392/v1,crossref,Springer Science and Business Media LLC,,posted-content,True,crystallization regulator organic semiconductor; polymer films,False
69.72666666666667,useful literature,"Probing the properties of polymer/non-fullerene/fullerene bulk heterojunction ternary blend solar cells, study of varied blend ratios of PBDB-T:ITIC-Th:PC71BM",Francis Otieno; Lesias Kotane; Mildred Airo; Caren Billing; Rudolph M. Erasmus; Daniel Wamwangi; David G. Billing,2021,10.1140/epjp/s13360-021-01129-0,https://doi.org/10.1140/epjp/s13360-021-01129-0,crossref,Springer Science and Business Media LLC,The European Physical Journal Plus,journal-article,True,bulk heterojunction; non-fullerene acceptor; non-fullerene acceptor polymer blend; polymer films,False
69.53333333333332,useful literature,"Review for ""Nickel(II) driven activity enhancement of donor-acceptor porous organic polymer for selective photoreduction of carbon dioxide""",,2026,10.1039/d6cc00397d/v2/review2,https://doi.org/10.1039/d6cc00397d/v2/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,donor acceptor polymer blend morphology; polymer films,False
69.53333333333332,useful literature,"Review for ""Nickel(II) driven activity enhancement of donor-acceptor porous organic polymer for selective photoreduction of carbon dioxide""",,2026,10.1039/d6cc00397d/v1/review1,https://doi.org/10.1039/d6cc00397d/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,donor acceptor polymer blend morphology; polymer films,False
69.53333333333332,useful literature,"Review for ""Nickel(II) driven activity enhancement of donor-acceptor porous organic polymer for selective photoreduction of carbon dioxide""",,2026,10.1039/d6cc00397d/v2/review1,https://doi.org/10.1039/d6cc00397d/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,donor acceptor polymer blend morphology; polymer films,False
69.53333333333332,useful literature,"Review for ""Synergistic Steric-Dipole Modulation via Stepwise Trifluoromethyl Substitution Enables Active-Layer Hierarchical Assembly and >20% Power Conversion Efficiency in Organic Photovoltaic Devices""",,2026,10.1039/d5ee07321a/v1/review3,https://doi.org/10.1039/d5ee07321a/v1/review3,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photovoltaic active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Synergistic Steric-Dipole Modulation via Stepwise Trifluoromethyl Substitution Enables Active-Layer Hierarchical Assembly and >20% Power Conversion Efficiency in Organic Photovoltaic Devices""",,2026,10.1039/d5ee07321a/v2/review2,https://doi.org/10.1039/d5ee07321a/v2/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photovoltaic active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Synergistic Steric-Dipole Modulation via Stepwise Trifluoromethyl Substitution Enables Active-Layer Hierarchical Assembly and >20% Power Conversion Efficiency in Organic Photovoltaic Devices""",,2026,10.1039/d5ee07321a/v2/review1,https://doi.org/10.1039/d5ee07321a/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photovoltaic active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Synergistic Steric-Dipole Modulation via Stepwise Trifluoromethyl Substitution Enables Active-Layer Hierarchical Assembly and >20% Power Conversion Efficiency in Organic Photovoltaic Devices""",,2026,10.1039/d5ee07321a/v1/review1,https://doi.org/10.1039/d5ee07321a/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photovoltaic active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Synergistic Steric-Dipole Modulation via Stepwise Trifluoromethyl Substitution Enables Active-Layer Hierarchical Assembly and >20% Power Conversion Efficiency in Organic Photovoltaic Devices""",,2026,10.1039/d5ee07321a/v1/review2,https://doi.org/10.1039/d5ee07321a/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photovoltaic active layer; polymer films,False
69.53333333333332,useful literature,"Decision letter for ""Synergistic Steric-Dipole Modulation via Stepwise Trifluoromethyl Substitution Enables Active-Layer Hierarchical Assembly and >20% Power Conversion Efficiency in Organic Photovoltaic Devices""",,2026,10.1039/d5ee07321a/v1/decision1,https://doi.org/10.1039/d5ee07321a/v1/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photovoltaic active layer; polymer films,False
69.53333333333332,useful literature,"Decision letter for ""Synergistic Steric-Dipole Modulation via Stepwise Trifluoromethyl Substitution Enables Active-Layer Hierarchical Assembly and >20% Power Conversion Efficiency in Organic Photovoltaic Devices""",,2026,10.1039/d5ee07321a/v2/decision1,https://doi.org/10.1039/d5ee07321a/v2/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photovoltaic active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Oligomer-Engineered Active Layer Enables High-Performance Semi-Transparent Organic Photovoltaics""",,2025,10.1039/d5tc01748c/v1/review1,https://doi.org/10.1039/d5tc01748c/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photodiode active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Oligomer-Engineered Active Layer Enables High-Performance Semi-Transparent Organic Photovoltaics""",,2025,10.1039/d5tc01748c/v1/review3,https://doi.org/10.1039/d5tc01748c/v1/review3,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photodiode active layer; polymer films,False
69.53333333333332,useful literature,"Review for ""Oligomer-Engineered Active Layer Enables High-Performance Semi-Transparent Organic Photovoltaics""",,2025,10.1039/d5tc01748c/v2/review1,https://doi.org/10.1039/d5tc01748c/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,organic photodiode active layer; polymer films,False
