relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
60.92,useful literature,"Patterning of Nano and Micromaterials on Polymer Substrates Using Spraying, Selective Laser Treatment, and Adhesive Delamination for Sensing Applications",Mehraneh Tavakkoli Gilavan; Oluwawemimo Igun; Md Ali Akbar; Shayan Jahangirifard; Peter Kruse; Ponnambalam Ravi Selvaganapathy,2025,10.1002/admi.202500027,https://doi.org/10.1002/admi.202500027,doaj,,Advanced Materials Interfaces,journal-article,True,polymer films,False
60.92,useful literature,Electropolymerization of a New Diketopyrrollopyrrole Derivative into Inherent Chiral Polymer Films,Felix Niebisch; Ullrich Scherf; Alex Palma-Cando,2024,10.3390/nano14221776,https://www.mdpi.com/2079-4991/14/22/1776,doaj,,Nanomaterials,journal-article,True,polymer films,False
60.92,useful literature,Predicting the Composition and Mechanical Properties of Seaweed Bioplastics from the Scientific Literature: A Machine Learning Approach for Modeling Sparse Data,Davor Ibarra-Pérez; Simón Faba; Valentina Hernández-Muñoz; Charlene Smith; María José Galotto; Alysia Garmulewicz,2023,10.3390/app132111841,https://www.mdpi.com/2076-3417/13/21/11841,doaj,,Applied Sciences,journal-article,True,polymer films,False
60.92,useful literature,Valorization of Seafood Waste for Food Packaging Development,Zhijing Zhan; Yiming Feng; Jikai Zhao; Mingyu Qiao; Qing Jin,2024,10.3390/foods13132122,https://www.mdpi.com/2304-8158/13/13/2122,doaj,,Foods,journal-article,True,polymer films,False
60.92,useful literature,The Role of WO 3 Nanoparticles on the Properties of Gelatin Films,Katia Rubini; Arianna Menichetti; Maria Cristina Cassani; Marco Montalti; Adriana Bigi; Elisa Boanini,2024,10.3390/gels10060354,https://www.mdpi.com/2310-2861/10/6/354,doaj,,Gels,journal-article,True,polymer films,False
60.92,useful literature,Photopolymerized gel polymer electrolytes with cyclic carbonate side chains for Li-organic batteries at room temperature,Öykü Simsek; Philip Zimmer; Simon Muench; Ulrich S. Schubert,2025,10.1016/j.powera.2025.100176,http://www.sciencedirect.com/science/article/pii/S2666248525000101,doaj,,Journal of Power Sources Advances,journal-article,True,polymer films,False
60.92,useful literature,LIPSS on polymeric implant surfaces - a fabrication study,Grossmann Swen; Tetzlaff Lucas; Grabow Niels; Schmitz Klaus-Peter; Siewert Stefan,2024,10.1515/cdbme-2024-2068,https://doi.org/10.1515/cdbme-2024-2068,doaj,,Current Directions in Biomedical Engineering,journal-article,True,polymer films,False
60.92,useful literature,Properties of epoxy polymer materials reinforced with boric acid and nano silica,Cuong Huynh Le Huy; An Truong Thanh; Hao Nguyen Nhat,2026,10.1590/0104-1428.20250032,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-14282025000400609&lng=en&tlng=en,doaj,,Polímeros,journal-article,True,polymer films,False
60.92,useful literature,Embedding Upconversion Nanoparticles in Polymer Films Toward Mono‐Dispersity at High Loading Factor,Nana Lyu; Yueying Cao; Jun Zhang; Luyao Zheng; Bed Poudel; James A. Piper; Yuling Wang; Yiqing Lu,2025,10.1002/mame.202500155,https://doi.org/10.1002/mame.202500155,doaj,,Macromolecular Materials and Engineering,journal-article,True,polymer films,False
60.92,useful literature,Comparison of Mathematical Surface Energy Models and Fuzzy Approach Pertaining to Surface Energy Level of Polylactic Acid and Linear Low-density Polyethylene,Shanmugapriya ELANGOVAN; Thendral Thiyaku  THIYAGU; Hariharan  PERIANNAPILLAI; Baskar  SUBRAMANIAN,2025,10.5755/j02.ms.38910,https://matsc.ktu.lt/index.php/MatSc/article/view/38910,doaj,,Medžiagotyra,journal-article,True,polymer films,False
60.92,useful literature,Carbon Adsorbents Obtained from Pistachio Nut Shells Used as Potential Ingredients of Drinking Water Filters,Agata Wawrzyniak; Małgorzata Wiśniewska; Piotr Nowicki,2023,10.3390/molecules28114497,https://www.mdpi.com/1420-3049/28/11/4497,doaj,,Molecules,journal-article,True,polymer adsorption,False
60.92,useful literature,A comprehensive data-driven approach for robust investigation of viscosity of nano-polymer composites utilized as enhanced oil recovery agents,Mohammad Madani; Mahdi Abbasi,2026,10.1016/j.matdes.2026.115741,http://www.sciencedirect.com/science/article/pii/S026412752600314X,doaj,,Materials & Design,journal-article,True,polymer adsorption,False
60.92,useful literature,Numerical simulation study on parameter optimization of crosslinked polymer flooding for enhanced oil recovery in heavy oil reservoirs,Xu Yang; Weijun Shen; Xizhe Li; Kun Xie; Jiaheng Chen; Ning Li; Hailong Wang,2025,10.1007/s13202-025-02090-9,https://doi.org/10.1007/s13202-025-02090-9,doaj,,Journal of Petroleum Exploration and Production Technology,journal-article,True,polymer adsorption,False
60.92,useful literature,Viscoelastic gel formation in nanoclay-based Pickering emulsions with adsorbing non-ionic polymers,Harshika N. Disanayaka; Nipuni Gunawardhana; Scott T. Laughlin; Surita R. Bhatia,2026,10.1016/j.jciso.2026.100181,http://www.sciencedirect.com/science/article/pii/S2666934X26000127,doaj,,JCIS Open,journal-article,True,polymer adsorption,False
60.92,useful literature,Chemical Gradients in Polymer-Modified Paper Sheets—Towards Single-Layer Biomimetic Soft Robots,Jan-Lukas Schäfer; Tobias Meckel; Simon Poppinga; Markus Biesalski,2023,10.3390/biomimetics8010043,https://www.mdpi.com/2313-7673/8/1/43,doaj,,Biomimetics,journal-article,True,polymer adsorption,False
60.92,useful literature,Experimental Investigation into the Mechanisms of Liquid-Phase Damage in Shale Oil Reservoirs: A Case Study from the Leijia Area,Tuan Gu; Chenglong Ma; Yugang Li; Feng Zhao; Xiaoxiang Wang; Jinze Xu,2025,10.3390/en18153990,https://www.mdpi.com/1996-1073/18/15/3990,doaj,,Energies,journal-article,True,polymer adsorption,False
60.92,useful literature,A novel DMAA/AMPS/VM/IA quadripolymer as a high temperature and salt resistance fluid loss additive for well cementing,Qi Feng; Chengwen Wang; Wenjian Yue; Chengli Wang; Tao Song,2026,10.1016/j.petlm.2026.01.001,http://www.sciencedirect.com/science/article/pii/S2405656126000015,doaj,,Petroleum,journal-article,True,polymer adsorption,False
60.92,useful literature,Synthesis of a Cellulose-based Highly Cross-linked Adsorption Resin and its Mechanism for Phenol Adsorption,Yiyu WANG; Jingdong LIANG; Yunwei ZHANG; Jinyu TAN; Qingli HU; Yan ZHANG,2025,10.12476/kczhly.202410310285,http://www.kczhly.com/en/article/doi/10.12476/kczhly.202410310285,doaj,,Kuangchan zonghe liyong,journal-article,True,polymer adsorption,False
60.92,useful literature,"Polymer Retention Leading to Non-Darcy Flow in Porous Media—Influence of Molecular Weight, Composition and Mechanical Degradation",Abdulmajeed Murad; Arne Skauge; Tormod Skauge,2026,10.3390/colloids10020030,https://www.mdpi.com/2504-5377/10/2/30,doaj,,Colloids and Interfaces,journal-article,True,polymer adsorption,False
60.92,useful literature,Preparation of Ultra-High Temperature Resistant Cyclodextrin-Based Filtration Loss Reducer for Water-Based Drilling Fluids,Yilin Liu; Lesly Dasilva Wandji Djouonkep; Boyang Yu; Chenyang Li; Chao Ma,2024,10.3390/molecules29122933,https://www.mdpi.com/1420-3049/29/12/2933,doaj,,Molecules,journal-article,True,polymer adsorption,False
60.92,useful literature,Polymer-modified nano-Al2O3 for efficient levofloxacin removal: Mechanisms and environmental implications,Thi Tra My Tran; Thu Thao Pham; Thi Thuy Duong Tran; Hai Long Nguyen; Thi Diu Dinh; Wenfeng Tan; Tien Duc Pham,2025,10.1016/j.matdes.2025.114666,http://www.sciencedirect.com/science/article/pii/S026412752501086X,doaj,,Materials & Design,journal-article,True,polymer adsorption,False
60.92,useful literature,Salt Ion Diffusion Behavior and Adsorption Characteristics of Fracturing Fluid in Tight Sandstone Gas Reservoir,Xueping Zhang; Youquan Liu; Yuzhou Liu; Chuanrong Zhong; Pengfei Zhang,2023,10.3390/en16062877,https://www.mdpi.com/1996-1073/16/6/2877,doaj,,Energies,journal-article,True,polymer adsorption,False
60.92,useful literature,Effect of potential determining ions on sulfonated polyacrylamide behavior during smart water-polymer injection into carbonate reservoirs,Seyed Masoud Ghalamizade Elyaderani; Amir Hossein Saeedi Dehaghani; Javad Razavinezhad; Rasoul Tanhay Choshali,2025,10.1016/j.petlm.2024.12.002,http://www.sciencedirect.com/science/article/pii/S2405656124000555,doaj,,Petroleum,journal-article,True,polymer adsorption,False
60.92,useful literature,Synthesis of reusable NH2-MIL-125(Ti)@polymer monolith as efficient adsorbents for dyes wastewater remediation,Peng Yao; Yang Liu; Xue Tang; Shuxiang Lu; Zhen Li; Yue Yao,2023,10.1016/j.gce.2022.06.004,http://www.sciencedirect.com/science/article/pii/S266695282200053X,doaj,,Green Chemical Engineering,journal-article,True,polymer adsorption,False
60.92,useful literature,Stabilization of Argan Oil Nanoemulsions Using Chitosan Extracted from Pink Shrimp Shells,Yousra Mdarhri; Ikram Bouziane; Ilyace Korodowou; Narjisse Mokhtari; Lama Rissouli; Fakhita Touhami; Mohamed Chabbi; Ahmed Touhami,2025,10.3390/app15052394,https://www.mdpi.com/2076-3417/15/5/2394,doaj,,Applied Sciences,journal-article,True,polymer adsorption,False
60.92,useful literature,Research progress in the removal of fluoride ions from mine water by adsorption method,Jiawei TANG; Suo ZHANG; Zhaofeng LIU; Haiqin ZHANG; Yixiang BAO; Fulin HOU; Qiang GUO; Zhiguo CAO; Jingfeng LI,2023,10.13199/j.cnki.cst.2022-1835,http://www.mtkxjs.com.cn/article/doi/10.13199/j.cnki.cst.2022-1835,doaj,,Meitan kexue jishu,journal-article,True,polymer adsorption,False
60.92,useful literature,Histological assessment of a novel restorative coronary artery bypass graft in a chronic ovine model,Yu Sato; Matthew Kutnya; Biniyam Abebe; Mohammed S. El Kurdi; Martijn Cox; Richard W. Bianco; Bart Meuris; Yoshinobu Onuma; Patrick W. Serruys; Renu Virmani,2025,10.3389/fbioe.2025.1488794,https://www.frontiersin.org/articles/10.3389/fbioe.2025.1488794/full,doaj,,Frontiers in Bioengineering and Biotechnology,journal-article,True,polymer adsorption,False
60.92,useful literature,Dynamics of HPAM flow and injectivity in sandstone porous media,M. S. Mousapour; M. Simjoo; M. Chahardowli; B. Shaker Shiran,2024,10.1038/s41598-024-74790-x,https://doi.org/10.1038/s41598-024-74790-x,doaj,,Scientific Reports,journal-article,True,polymer adsorption,False
60.92,useful literature,Research Advances in Separation and Measurement Methodologies of 226Ra in Water,Ping XU; Guo-bing YU; Hui-yun XUE; Shi-quan CAO; Hui-ping TANG; Yu-jia KANG; De-yun WEN; Zhi CHEN; Qing-biao WU,2025,10.7538/hhx.2025.47.01.0017,https://jnrc.xml-journal.net/cn/article/doi/10.7538/hhx.2025.47.01.0017,doaj,,He huaxue yu fangshe huaxue,journal-article,True,polymer adsorption,False
60.92,useful literature,"Sodium Carboxymethyl Cellulose-Stabilised Multiple Emulsions with pH-Sensitive Behaviour, Enhanced Stability and Mucoadhesion for Oral Delivery of Chemopreventive Agents",Agnieszka Markowska-Radomska; Konrad Kosicki; Ewa Dluska,2025,10.3390/pharmaceutics17111401,https://www.mdpi.com/1999-4923/17/11/1401,doaj,,Pharmaceutics,journal-article,True,polymer adsorption,False
60.92,useful literature,Enhancing workability of high-volume calcined clay blend cement pastes through optimized addition sequences of PCE superplasticizer,Jun Ren; Jinyi Guo; Yu Jin; Fan Liu; Birunxuan Liu; Shuo Yan; Wei Yan; Caimeng Lu; Shi Shi,2024,10.1016/j.cscm.2024.e03541,http://www.sciencedirect.com/science/article/pii/S2214509524006922,doaj,,Case Studies in Construction Materials,journal-article,True,polymer adsorption,False
60.92,useful literature,Using polymer-alternating-water to maximize polymer flooding performance,Zhenzhen Dong; Xu Pan; Weirong Li; Xin Wei; Shihao Qian; Bingchen Hou; Lu Zou; Keze Lin; Hongliang Yi,2024,10.1007/s13202-024-01782-y,https://doi.org/10.1007/s13202-024-01782-y,doaj,,Journal of Petroleum Exploration and Production Technology,journal-article,True,polymer adsorption,False
60.92,useful literature,Plasmonic Chiral Metasurfaces for Real‐Time Refractive Index Sensing and In Situ Monitoring of Thin Film Growth,Sevil Veysalova; Benjamin Boglio; François Courtier; Gero Decher; Olivier Felix; Matthias Pauly,2026,10.1002/smsc.202500568,https://doi.org/10.1002/smsc.202500568,doaj,,Small Science,journal-article,True,polymer adsorption,False
60.92,useful literature,Numerical simulation study on reservoir damage caused by adsorption and capture retention in polymer injection,Xinsheng Xue; Xiang Chen; Chengxi Huang; Juan Du; Pingli Liu; Yuejun Zhu; Zhengyou Tang,2025,10.1016/j.petlm.2025.08.003,http://www.sciencedirect.com/science/article/pii/S2405656125000719,doaj,,Petroleum,journal-article,True,polymer adsorption,False
60.92,useful literature,Influence of Selected Factors on the Adsorption Layer Structure of Polyamino Acids and Their Block Copolymers at the Solid–Aqueous Solution Interface,Iwona Ostolska; Małgorzata Wiśniewska,2023,10.3390/molecules28248080,https://www.mdpi.com/1420-3049/28/24/8080,doaj,,Molecules,journal-article,True,polymer adsorption,False
60.92,useful literature,Exploring date palm ash for greener enhanced oil recovery: Experimental and simulation studies on thermophysical properties and recovery performance,Olalekan S. Alade; Jafar S. Ahmad; Ammar Al-Ramadan; Eassa Abdullah; Mohamed Mahmoud,2025,10.1016/j.clce.2025.100159,http://www.sciencedirect.com/science/article/pii/S2772782325000142,doaj,,Cleaner Chemical Engineering,journal-article,True,polymer adsorption,False
60.92,useful literature,Self-Consistent Field Modelling of Microplastic Particle Formation and Adsorption of Macromolecular Pollutants,Alexey A. Polotsky; Anna S. Ivanova; Anna A. Mercurieva; Vladimir P. Toshchevikov; José Kenny,2026,10.3390/microplastics5010058,https://www.mdpi.com/2673-8929/5/1/58,doaj,,Microplastics,journal-article,True,polymer adsorption,False
59.38,background literature,Modifying elastic modulus of two-component polyurethane adhesive for structural hardwood bonding,S. Bockel; S. Harling; J. Konnerth; P. Niemz; G. Weiland; E. Hogger; F. Pichelin,2020,10.1186/s10086-020-01917-9,http://link.springer.com/article/10.1186/s10086-020-01917-9,doaj,,Journal of Wood Science,journal-article,True,polymer films,False
58.42666666666666,background literature,Development of polymer film coatings with high adhesion to steel alloys and high wear resistance,Alexei Yumashev; Alexey Mikhaylov,2020,10.1002/pc.25583,https://openalex.org/W3014566275,openalex,,Polymer Composites,article,False,polymer films,False
58.42666666666666,background literature,Optimizing Morphology to Trade Off Charge Transport and Mechanical Properties of Stretchable Conjugated Polymer Films,Zicheng Ding; Dongle Liu; Kui Zhao; Yanchun Han,2021,10.1021/acs.macromol.1c00268,https://openalex.org/W3159903569,openalex,,Macromolecules,article,False,polymer films,False
58.42666666666666,background literature,Excellent Energy Storage Performance of Ferroconcrete-like All-Organic Linear/Ferroelectric Polymer Films Utilizing Interface Engineering,Yang Cui; Yu Feng; Tiandong Zhang; Changhai Zhang; Qingguo Chi; Yongquan Zhang; Xuan Wang; Qingguo Chen; Qingquan Lei,2020,10.1021/acsami.0c16197,https://openalex.org/W3107104103,openalex,,ACS Applied Materials & Interfaces,article,False,polymer films,False
58.42666666666666,background literature,Liquid/Liquid Interfacial Suzuki Polymerization Prepared Novel Triphenylamine-Based Conjugated Polymer Films with Excellent Electrochromic Properties,Ling Zhang; Zhan Wang; Yujie Dong; Tao Yang; Cheng Zhang; Mi Ouyang; Weijun Li,2021,10.1021/acsami.1c02745,https://openalex.org/W3156351499,openalex,,ACS Applied Materials & Interfaces,article,False,polymer films,False
58.42666666666666,background literature,Mechanical Size Effect of Freestanding Nanoconfined Polymer Films,Guorui Wang; Farzin Najafi; Kevin Ho; Mahdi Hamidinejad; Teng Cui; Gilbert C. Walker; Chandra Veer Singh; Tobin Filleter,2022,10.1021/acs.macromol.1c02270,https://openalex.org/W4213339057,openalex,,Macromolecules,article,False,polymer films,False
58.42666666666666,background literature,Fiber-Tip Fabry–Perot Cavity Pressure Sensor With UV-Curable Polymer Film Based on Suspension Curing Method,Chen Yong-zhang; Yiwen Zheng; Dezhi Liang; Yufeng Zhang; Jiahao Guo; Siping Lian; Yongqin Yu; Chenlin Du; Shuangchen Ruan,2022,10.1109/jsen.2022.3153993,https://openalex.org/W4213412684,openalex,,IEEE Sensors Journal,article,False,polymer films,False
58.42666666666666,background literature,Advanced Applications and Challenges of Electropolymerized Conjugated Microporous Polymer Films,Hongwei Ma; Yu Chen; Xiaobai Li; Bin Li,2021,10.1002/adfm.202101861,https://openalex.org/W3171577950,openalex,,Advanced Functional Materials,article,False,polymer films,False
58.42666666666666,background literature,Hydrogen-doped viscoplastic liquid metal microparticles for stretchable printed metal lines,Selvaraj Veerapandian; Woosun Jang; Jae Bok Seol; Hongbo Wang; Minsik Kong; Kaliannan Thiyagarajan; Junghyeok Kwak; Gyeongbae Park; Gilwoon Lee; Wonjeong Suh; Insang You; Mehmet Emin Kılıç; Anupam Giri; Lucia Beccai; Aloysius Soon; Unyong Jeong,2021,10.1038/s41563-020-00863-7,https://openalex.org/W3119660925,openalex,,Nature Materials,article,False,polymer adsorption,False
58.42666666666666,background literature,Maltodextrin as stabilizer for emulsion polymerization: Adsorption and grafting behavior,Raffaele Ferrari; Giuseppe Storti; Massimo Morbidelli,2020,10.1002/pol.20200083,https://openalex.org/W3026331805,openalex,,Journal of Polymer Science,article,False,polymer adsorption,False
58.42666666666666,background literature,The continuous fiber networks with a balanced bimodal orientation of P(NDI2OD-T2) by controlling solution nucleation and face-on and edge-on crystallization rates,Sichun Wang; Tao Zhang; Lu Zhang; Duo Liu; Xinyu Liu; Junhang Li; Hongxiang Li; Qiang Zhang; Yanchun Han,2022,10.1016/j.polymer.2022.125435,https://openalex.org/W4308308734,openalex,,Polymer,article,False,polymer film morphology,False
58.42666666666666,background literature,Understanding the Aggregation and Flow Response of Donor–Acceptor Conjugated Polymers,Justin J. Kwok; Giridar Vishwanathan; Kyung Sun Park; Bijal B. Patel; Dongqi Zhao; Gabriel Juárez; Ying Diao,2022,10.1021/acs.macromol.2c01359,https://openalex.org/W4308574577,openalex,,Macromolecules,article,False,polymer film morphology,False
58.02666666666667,background literature,A Review of Plasma Synthesis Methods for Polymer Films and Nanoparticles under Atmospheric Pressure Conditions,Hyo Jun Jang; Eun Young Jung; Travis Parsons; Heung‐Sik Tae; Choon‐Sang Park,2021,10.3390/polym13142267,https://openalex.org/W3179653296,openalex,,Polymers,review,True,polymer films,False
58.02666666666667,background literature,Updated Perceptions on Polymer-Based Enhanced Oil Recovery toward High-Temperature High-Salinity Tolerance for Successful Field Applications in Carbonate Reservoirs,Anas M. Hassan; Emad W. Al-Shalabi; Mohammed Abdalla Ayoub,2022,10.3390/polym14102001,https://openalex.org/W4280645711,openalex,,Polymers,review,True,polymer adsorption,False
57.72666666666667,background literature,Polymer Adsorption at Oxide Surface,Kunio Esumi,2020,10.1201/9781003064978-12,https://doi.org/10.1201/9781003064978-12,crossref,CRC Press,Polymer Interfaces and Emulsions,book-chapter,False,polymer adsorption,False
57.72666666666667,background literature,8 Application of spectroscopic ellipsometry in the analysis of thin polymer films/polymer interfaces,Eva Bittrich; Klaus-Jochen Eichhorn,2022,10.1515/9783110701098-008,https://doi.org/10.1515/9783110701098-008,crossref,De Gruyter,Polymer Surface Characterization,book-chapter,False,polymer films,False
57.72666666666667,background literature,NMR Studies of Polymer-Surfactant Systems,Peter Stilbs,2020,10.1201/9781003064756-6,https://doi.org/10.1201/9781003064756-6,crossref,CRC Press,Polymer-Surfactant Systems,book-chapter,False,2-dimensional polymer systems,False
57.72666666666667,background literature,Applications of Polymer-Surfactant Systems,E. Desmond Goddard; K.P. Ananthapadmanabhan,2020,10.1201/9781003064756-2,https://doi.org/10.1201/9781003064756-2,crossref,CRC Press,Polymer-Surfactant Systems,book-chapter,False,2-dimensional polymer systems,False
57.72666666666667,background literature,Polymer-Surfactant Systems: Introduction and Overview,Andrew P. Rodenhiser; Jan C.T. Kwak,2020,10.1201/9781003064756-1,https://doi.org/10.1201/9781003064756-1,crossref,CRC Press,Polymer-Surfactant Systems,book-chapter,False,2-dimensional polymer systems,False
57.72666666666667,background literature,Phase Behavior of Polymer-Surfactant Systems,Lennart Piculell; Björn Lindman; Gunnar Karlström,2020,10.1201/9781003064756-3,https://doi.org/10.1201/9781003064756-3,crossref,CRC Press,Polymer-Surfactant Systems,book-chapter,False,2-dimensional polymer systems,False
57.72666666666667,background literature,Mechanism and Kinetics of Phase Separation in Polymer Solutions and Blends,Yuri S. Lipatov; Anatoly E. Nesterov,2020,10.1201/9780367812072-5,https://doi.org/10.1201/9780367812072-5,crossref,CRC Press,Thermodynamics of Polymer Blends,book-chapter,False,2-dimensional polymer blends,False
57.72666666666667,background literature,Homopolymer-Copolymer and Copolymer-Copolymer Blends,Yuri S. Lipatov; Anatoly E. Nesterov,2020,10.1201/9780367812072-4,https://doi.org/10.1201/9780367812072-4,crossref,CRC Press,Thermodynamics of Polymer Blends,book-chapter,False,2-dimensional polymer blends,False
57.72666666666667,background literature,Thermodynamics of Polymer Mixing,Yuri S. Lipatov; Anatoly E. Nesterov,2020,10.1201/9780367812072-3,https://doi.org/10.1201/9780367812072-3,crossref,CRC Press,Thermodynamics of Polymer Blends,book-chapter,False,2-dimensional polymer blends,False
57.72666666666667,background literature,Thermodynamics of Polymer Mixtures,Timothy P. Lodge; Paul C. Hiemenz,2020,10.1201/9780429190810-7,https://doi.org/10.1201/9780429190810-7,crossref,CRC Press,Polymer Chemistry,book-chapter,False,2-dimensional polymer mixtures,False
57.72666666666667,background literature,Interface in Demixing Solutions and Polymer Mixtures,Yuri S. Lipatov; Anatoly E. Nesterov,2020,10.1201/9780367812072-6,https://doi.org/10.1201/9780367812072-6,crossref,CRC Press,Thermodynamics of Polymer Blends,book-chapter,False,2-dimensional polymer mixtures,False
57.72666666666667,background literature,Polymer Adsorption at Oxide Surface,Kunio Esumi,2020,10.4324/9781003064978-12,https://doi.org/10.4324/9781003064978-12,crossref,CRC Press,Polymer Interfaces and Emulsions,book-chapter,False,polymer adsorption,False
57.72666666666667,background literature,Adsorption of Quaternary Ammonium Compounds at Polymer Surfaces,Sharad G. Dixit; Ajay K. Vanjara,2020,10.4324/9781003064978-9,https://doi.org/10.4324/9781003064978-9,crossref,CRC Press,Polymer Interfaces and Emulsions,book-chapter,False,polymer adsorption,False
57.72666666666667,background literature,Adsorption of Quaternary Ammonium Compounds at Polymer Surfaces,Sharad G. Dixit; Ajay K. Vanjara,2020,10.1201/9781003064978-9,https://doi.org/10.1201/9781003064978-9,crossref,CRC Press,Polymer Interfaces and Emulsions,book-chapter,False,polymer adsorption,False
57.72666666666667,background literature,Control of Surface Morphology and Wetting Properties of Porous Layer-by-Layer Film,Choonghyun Sung; Subin Choi,2020,10.7317/pk.2020.44.4.479,https://doi.org/10.7317/pk.2020.44.4.479,crossref,The Polymer Society of Korea,Polymer Korea,journal-article,False,polymer film morphology,False
57.72666666666667,background literature,"Morphology, optical band gap and dielectric properties of PEO/PVP polymer blend film",Mahadevappa Basappa; Lakshmayyaguddi Yesappa; Shankar Pawar Ashokkumar; Hebri Vijeth; Hundekal Devendrappa,2020,10.1063/5.0009198,https://doi.org/10.1063/5.0009198,crossref,AIP Publishing,AIP Conference Proceedings,proceedings-article,False,polymer film morphology,False
57.72666666666667,background literature,7 Polymer surface morphology: characterization by electron microscopies,Miroslav Šlouf; František Lednický; Petr Wandrol; T. Vacková,2022,10.1515/9783110701098-007,https://doi.org/10.1515/9783110701098-007,crossref,De Gruyter,Polymer Surface Characterization,book-chapter,False,polymer film morphology,False
57.72666666666667,background literature,Re-Thinking Polyamide Thin Film Formation: How Does Interfacial Destabilization Dictate Film Morphology?,Adi Ben Zvi; Ines Nulens; Ivo Vankelecom; Guy Ramon,2022,10.2139/ssrn.4015160,https://doi.org/10.2139/ssrn.4015160,crossref,Elsevier BV,SSRN Electronic Journal,journal-article,False,polymer film morphology,False
57.6,background literature,RESEARCH OF PROPERTIES OF POLYMER MIXTURES OBTAINED THROUGH VARIOUS METHODS,D.S. Mammad Hasan-Zada,2024,10.32737/0005-2531-2024-3-121-127,https://doi.org/10.32737/0005-2531-2024-3-121-127,crossref,Institute of Catalysis and Inorganic Chemistry,Azerbaijan Chemical Journal,journal-article,False,2-dimensional polymer mixtures,False
57.6,background literature,Behavior of Charged Polymer Chains in Solution and Adsorption Processes,Mohinur K. Olimova,2026,10.37547/ajast/volume06issue04-11,https://doi.org/10.37547/ajast/volume06issue04-11,crossref,The USA Journals,American Journal of Applied Science and Technology,journal-article,False,polymer adsorption,False
57.56,background literature,Intermolecular Interactions in the Polymer Blends Under High-Pressure CO 2 Studied Using Two-Dimensional Correlation Analysis and Two-Dimensional Disrelation Mapping,Huiqiang Lu; Hideyuki Shinzawa; Sergei G. Kazarian,2021,10.1177/0003702820978473,https://doi.org/10.1177/0003702820978473,crossref,SAGE Publications,Applied Spectroscopy,journal-article,True,2-dimensional polymer blends,False
57.36666666666667,background literature,Antifogging Materials: Design and Synthesis of Water-Absorbing Polymer Films and Their Antifogging Properties,Takashi Hamada,2025,10.1201/9780367694265-eppmpt100-1,https://doi.org/10.1201/9780367694265-eppmpt100-1,crossref,CRC Press,Antifogging Materials: Design and Synthesis of Water-Absorbing Polymer Films and Their Antifogging Properties,reference-entry,False,polymer films,False
57.36666666666667,background literature,Two‐Dimensional Nanomaterials‐Based Polymer Nanocomposites for Fuel Cell Applications,Seifollah Jamalpour; Amirsaeed Shamsabadi; Kosar Arab; Mahdi Tohidian; Yousef Tamsilian; Khadijeh Hooshyari; Shahrzad Rahmani,2024,10.1002/9781119905110.ch13,https://doi.org/10.1002/9781119905110.ch13,crossref,Wiley,Two‐Dimensional Nanomaterials‐Based Polymer Nanocomposites,other,False,2-dimensional polymer systems,False
57.36666666666667,background literature,Effects of Inulin and Cellulose Mixtures on Three-Dimensional Printability of Tofu-Based Inks,Yasuhiro Arii,2024,10.2139/ssrn.5046408,https://doi.org/10.2139/ssrn.5046408,crossref,Elsevier BV,,posted-content,False,2-dimensional polymer mixtures,False
57.36666666666667,background literature,A Transition in Diffusion Behaviors of Organic Liquid Mixtures in Dense Polymer Membranes,Young Joo Lee; Ryan Lively,2024,10.2139/ssrn.4901807,https://doi.org/10.2139/ssrn.4901807,crossref,Elsevier BV,,posted-content,False,2-dimensional polymer mixtures,False
57.36666666666667,background literature,Ultrafast Adsorption of Naringin on Β-Cd Polymer and its Adsorption Mechanism,Shuquan Lv; Hai Tian; Xuepei Zhou; Yinghui Li; Chaohai Pang; Yujie Feng,2024,10.2139/ssrn.4959140,https://doi.org/10.2139/ssrn.4959140,crossref,Elsevier BV,,posted-content,False,polymer adsorption,False
57.36666666666667,background literature,Preparation and Application of Acrylic Polymer Modified Magnetic Starch Adsorption Materials,Weimin Yan; Chengmin Hou,2024,10.2139/ssrn.5077783,https://doi.org/10.2139/ssrn.5077783,crossref,Elsevier BV,,posted-content,False,polymer adsorption,False
57.36666666666667,background literature,Preparation and Application of Acrylic Polymer Modified Magnetic Starch Adsorption Materials,Weimin Yan; Chengmin Hou,2024,10.2139/ssrn.5039156,https://doi.org/10.2139/ssrn.5039156,crossref,Elsevier BV,,posted-content,False,polymer adsorption,False
57.36666666666667,background literature,Rapid Iodine Adsorption of Pyridyl-Functionalized Porous Conjugated Polymer Synthesized Via Chichibabin Reaction,Fan Kong; Shuting Zhang,2025,10.2139/ssrn.5260722,https://doi.org/10.2139/ssrn.5260722,crossref,Elsevier BV,,posted-content,False,polymer adsorption,False
57.36666666666667,background literature,Polymer Nanocomposites Based on Nano Chitin,Jun‐ichi Kadokawa,2024,10.1002/9783527837021.ch8,https://doi.org/10.1002/9783527837021.ch8,crossref,Wiley,Chemical Physics of Polymer Nanocomposites,other,False,polymer film morphology,False
57.36666666666667,background literature,Polymer Nanocomposites Based on Nano Alumina,Christian Chapa González,2024,10.1002/9783527837021.ch13,https://doi.org/10.1002/9783527837021.ch13,crossref,Wiley,Chemical Physics of Polymer Nanocomposites,other,False,polymer film morphology,False
